UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,habitat_type,SD_card_number,video_segment_number,VideoDate,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,feeding_behavior,Comment_start,Comment_stop,NewFG,Year,Month,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,structure,Aq
806,SD8 418 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,418,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,1,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
807,SD8 418 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,418,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
812,SD8 419 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,419,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
813,SD8 419 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,419,6_16_2018,low,algae,no,NA,crab,benthic,2,2,majoid,1,O,HV,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
815,SD8 419 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,419,6_16_2018,low,algae,no,NA,crab,benthic,2,2,majoid,1,O,HV,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
818,SD8 420 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,420,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
819,SD8 420 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,420,6_16_2018,low,algae,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
821,SD8 420 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,420,6_16_2018,low,algae,no,NA,flatfish,demersal,3.6 ± 0.36,3.6,depressed,NA,NA,NA,1,0,NA,NA,Fl,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
825,SD8 421 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,421,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
828,SD8 421 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,421,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
829,SD8 421 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,421,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
831,SD8 422 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,422,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
834,SD8 422 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,422,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
835,SD8 423 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,423,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
837,SD8 423 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,423,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
839,SD8 423 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,423,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
842,SD8 423 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,423,6_16_2018,low,algae,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
843,SD8 424 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,424,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
846,SD8 424 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,424,6_16_2018,low,algae,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
848,SD8 424 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,424,6_16_2018,low,algae,no,NA,flatfish,demersal,3.6 ± 0.1,3.6,depressed,2,O,OP,1,0,NA,NA,Fl,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
850,SD8 427 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,427,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
852,SD8 427 6_16_2018,Hama Hama,Hood Canal,off bottom,Flipbag,NA,T,Center,Flipbag,8,427,6_16_2018,low,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,HStr,AqYes
853,SD10 154 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,154,6_16_2018,low,bare,no,NA,flatfish,demersal,3.6 ± 0.36,3.6,depressed,NA,NA,NA,1,0,NA,NA,Fl,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
858,SD10 154 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,154,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
860,SD10 156 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,156,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
862,SD10 158 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,158,6_16_2018,low,bare,no,NA,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,NA,NA,DemOpp,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
864,SD10 158 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,158,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
866,SD10 158 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,158,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
868,SD10 159 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,159,6_16_2018,low,bare,no,NA,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,NA,NA,DemOpp,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
870,SD10 160 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,160,6_16_2018,low,bare,no,NA,flatfish,demersal,3.6 ± 0.36,3.6,depressed,NA,NA,NA,1,0,NA,NA,Fl,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
872,SD10 161 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,161,6_16_2018,low,bare,no,NA,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,NA,NA,DemOpp,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
874,SD10 162 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,162,6_16_2018,low,bare,no,NA,flatfish,demersal,3.6 ± 0.36,3.6,depressed,NA,NA,NA,1,0,NA,NA,Fl,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
876,SD10 163 6_16_2018,Hama Hama,Hood Canal,sediment,Clam/Oyster OnBottom,sediment,R,Center,sediment,10,163,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,3.6,2.6,11.4,3.4,0.2,0,0.02,0.2,0.2,0,0,0,0,0,3.8,NoStr,AqNo
878,SD11 430 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,430,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
880,SD11 431 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,431,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
882,SD11 436 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,436,6_16_2018,low,bare,no,NA,flatfish,demersal,3.6 ± 0.1,3.6,depressed,2,O,OP,1,0,NA,NA,Fl,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
884,SD11 437 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,437,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
886,SD11 437 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,437,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
888,SD11 438 6_16_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,Clam,11,438,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LStr,AqYes
890,SD11 439 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,11,439,6_16_2018,low,bare,no,NA,flatfish,demersal,3.6 ± 0.1,3.6,depressed,2,O,OP,1,0,NA,NA,Fl,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
892,SD21 652 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,652,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
894,SD21 652 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,652,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
895,SD21 652 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,652,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
897,SD21 652 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,652,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
899,SD21 653 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,653,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
902,SD21 653 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,653,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
904,SD21 653 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,653,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
906,SD21 653 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,653,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
907,SD21 653 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,653,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
909,SD21 654 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,654,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
911,SD21 654 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,654,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
913,SD21 654 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,654,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
915,SD21 654 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,654,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
917,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
919,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
922,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
924,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
925,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
927,SD21 655 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,655,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
929,SD21 656 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,656,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
931,SD21 656 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,656,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
933,SD21 656 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,656,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
935,SD21 656 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,656,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
937,SD21 656 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,656,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
939,SD21 657 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,657,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
941,SD21 657 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,657,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
943,SD21 658 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,658,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
946,SD21 659 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,659,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
948,SD21 659 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,659,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
950,SD21 659 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,659,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
954,SD21 660 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,660,6_16_2018,low,bare,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
955,SD21 661 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,661,6_16_2018,low,bare,no,NA,UnID.crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
957,SD21 661 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,661,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
959,SD21 661 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,661,6_16_2018,low,bare,no,NA,crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,0,NA,NA,Crabs,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
961,SD21 661 6_16_2018,Hama Hama,Hood Canal,on bottom,Oyster OnBottom,NA,T,Center,Oyster OnBottom,21,661,6_16_2018,low,bare,no,NA,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,NA,NA,DemOpp,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,LStr,AqYes
